gvkey,lpermno,lpermco,liid,linktype,linkprim,linkdt,linkenddt,cik,conm,identity_status,readable_language_filings_in_interval,first_archived_filing,last_archived_filing,cover_name_contexts,explicit_cik_review_count,audit_status
002312,52230,469.0,1,LU,C,1971-04-15,,315213,ROBERT HALF INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-19,2024-10-30,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007750,52337,21258.0,1,LC,P,1971-04-28,,70318,TENET HEALTHCARE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-23,2024-10-29,35,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004423,52476,20659.0,1,LU,P,1971-05-11,,33185,EQUIFAX INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-23,2024-10-21,53,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005639,52716,20913.0,1,LC,P,1971-06-28,2021-12-31,47518,HILL-ROM HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,48,2010-02-04,2021-11-12,40,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008542,52898,21397.0,1,LC,P,1971-07-26,,78128,ESSENTIAL UTILITIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-06,30,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005518,52978,20887.0,1,LU,P,1971-08-11,,46080,HASBRO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-24,2024-10-31,41,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006136,53065,20997.0,1,LU,P,1971-08-23,2025-11-28,51644,INTERPUBLIC GROUP OF COS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-10-23,58,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007331,53480,2829.0,1,LC,P,1981-02-13,2014-09-08,320345,MICROS SYSTEMS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,19,2010-02-16,2014-08-22,19,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004560,53866,20690.0,1,LC,P,1972-01-04,2015-07-06,34408,FAMILY DOLLAR STORES,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,23,2010-01-06,2015-07-01,23,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008823,54148,21349.0,1,LU,P,1972-02-07,,822416,PULTEGROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-19,2024-10-22,53,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007409,54181,2925.0,1,LU,P,1972-12-14,2010-07-30,66479,MILLIPORE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,2,2010-02-26,2010-05-12,2,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009284,54818,21537.0,1,LC,P,1972-05-24,2014-01-28,85704,HARRIS TEETER SUPERMARKETS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,16,2010-01-29,2013-12-02,16,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005087,55212,21548.0,1,LU,P,1998-10-07,,88205,SPX TECHNOLOGIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-10-31,40,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007691,56040,5980.0,1,LC,P,1983-05-12,2013-11-18,69671,NASH FINCH CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,16,2010-03-04,2013-11-12,16,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011257,56063,21879.0,1,LC,P,1972-12-07,2011-06-30,110430,FRONTIER OIL CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,6,2010-02-25,2011-05-05,6,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007798,56937,5651.0,1,LC,P,1982-10-15,2010-10-04,70793,NBTY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,3,2010-02-09,2010-08-09,3,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008387,57509,21368.0,1,LC,P,1972-12-14,2016-01-13,943861,GOODRICH PETROLEUM CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,24,2010-02-26,2015-11-06,24,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001988,57568,20257.0,1,LU,P,1972-12-14,,9389,BALL CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-10-31,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007993,58334,3306.0,1,LC,P,1972-12-14,,1733998,NORTHWEST NATURAL HLDNG CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,25,2018-11-06,2024-11-12,3,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011554,58819,4980.0,1,LC,P,1972-12-14,,352541,ALLIANT ENERGY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-01,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008079,58975,3326.0,1,LU,P,1975-11-03,,73756,OCEANEERING INTERNATIONAL,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-24,2024-10-25,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009778,60206,4162.0,1,LU,P,1972-12-14,,91440,SNAP-ON INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-18,2024-10-17,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006649,60943,2636.0,1,LU,P,1972-12-14,,58492,LEGGETT & PLATT INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-11-07,39,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007875,60986,3178.0,1,LC,P,1972-12-14,,814453,NEWELL BRANDS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-01,2024-10-25,41,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009890,61188,4342.0,1,LU,P,1972-12-14,,1692115,SOUTHWEST GAS HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,32,2017-02-28,2024-11-06,9,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004036,61313,1344.0,1,LU,P,1972-12-14,,29644,DONALDSON CO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-04,2024-12-06,55,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008463,62034,3622.0,1,LC,P,1972-12-14,2012-09-30,77360,PENTAIR PLC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,11,2010-02-23,2012-07-24,11,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011644,63079,5036.0,1,LC,P,1980-10-16,2016-07-27,318996,KEY ENERGY SERVICES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,26,2010-02-26,2016-05-13,26,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011644,63079,5036.0,3,LC,C,2016-12-16,2019-11-27,318996,KEY ENERGY SERVICES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,12,2017-03-02,2019-11-08,12,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008133,63714,3379.0,1,LC,P,1981-07-16,2015-08-17,353230,OMNICARE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,23,2010-02-25,2015-07-24,23,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010411,63773,5230.0,1,LC,P,1981-12-15,,1051512,TELEPHONE & DATA SYSTEMS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-11-01,42,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010877,63781,4691.0,1,LC,P,1979-04-06,2020-05-22,798949,UNIT CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,41,2010-02-23,2020-03-16,37,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
002960,64194,20435.0,1,LU,P,1972-12-14,,19584,CHEMED CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-01,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007849,64450,3200.0,1,LU,P,1972-12-14,,356309,NEW JERSEY RESOURCES CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-03,2024-11-26,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
002859,64557,5140.0,1,LC,C,1981-11-02,2016-04-13,1089819,CLECO CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,25,2010-02-25,2016-02-26,25,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005980,65293,20979.0,1,LC,P,1983-07-26,2010-04-15,722079,TERRA INDUSTRIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,1,2010-02-25,2010-02-25,1,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008902,65307,3911.0,1,LU,P,1972-12-14,,110621,RPM INTERNATIONAL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-01-06,2024-10-02,40,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
003504,65541,5780.0,1,LC,P,1983-01-21,,711404,COOPER COS INC (THE),CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-05,2024-12-06,50,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010426,66114,21726.0,1,LC,P,1984-01-27,2012-02-29,731939,TEMPLE-INLAND INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,8,2010-02-23,2011-11-07,8,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008901,66683,21482.0,1,LU,P,1984-07-02,,742278,RPC INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-03,2024-10-24,45,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010221,66739,4340.0,1,LC,P,1981-07-24,2015-12-18,351817,SILVERBOW RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,24,2010-02-26,2015-11-05,24,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010221,66739,4340.0,2,LC,P,2017-05-05,2024-07-31,351817,SILVERBOW RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,29,2017-05-08,2024-05-02,24,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
012123,67467,20505.0,1,LU,P,1985-06-20,,768835,BIG LOTS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,59,2010-03-30,2024-09-12,59,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009340,68340,6463.0,1,LC,P,1983-10-07,2010-09-27,930184,VALEANT PHARMACEUTICALS -OLD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,3,2010-02-24,2010-08-03,3,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
002710,69796,1015.0,2,LC,P,1993-09-01,,16918,CONSTELLATION BRANDS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-01-11,2024-10-03,40,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
012395,70228,8372.0,1,LU,P,1986-07-08,,794170,TOLL BROTHERS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-10,2024-12-20,40,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
012950,70308,20033.0,1,LU,P,1986-12-19,2016-05-20,804212,AIRGAS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,26,2010-02-08,2016-05-10,26,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009774,70923,4062.0,1,LC,C,1972-12-14,2013-09-26,,SMITHFIELD FOODS INC -OLD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
009815,71176,4196.0,1,LU,P,1972-12-14,,91767,SONOCO PRODUCTS CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-01,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
012788,75224,8741.0,1,LU,P,1986-11-14,2017-03-31,800459,HARMAN INTERNATIONAL INDS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,29,2010-02-08,2017-01-26,29,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
013963,75233,21100.0,1,LU,P,1987-10-08,2024-10-31,59440,VECTOR GROUP LTD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,59,2010-03-01,2024-08-02,32,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010420,75257,4467.0,1,LC,P,1980-07-15,2013-12-31,317771,TELLABS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,16,2010-03-01,2013-10-31,16,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
014370,75285,20312.0,1,LC,P,1991-05-03,,871763,MANPOWERGROUP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-19,2024-11-08,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
014369,75320,21826.0,1,LU,P,1988-05-04,,821130,ARRAY DIG INFRASTRUCTURE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-11-01,55,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
014793,75326,20221.0,1,LC,P,1988-08-11,2016-01-08,1037676,ARCH RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,24,2010-03-01,2015-11-09,24,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
015106,75383,21965.0,1,LC,C,1988-11-04,2011-06-30,840467,BECKMAN COULTER INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,6,2010-02-22,2011-05-10,6,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
015267,75591,22075.0,1,LU,P,1989-06-02,,832101,IDEX CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-01,2024-10-30,39,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
015414,75694,10107.0,1,LC,P,1989-02-09,,842023,BIO-TECHNE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-08,2024-11-05,55,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
020548,76082,26024.0,1,LU,P,1990-02-08,,858470,COTERRA ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-01,57,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009867,76091,26033.0,1,LC,P,1990-02-08,2012-03-26,203248,SOUTHERN UNION CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,9,2010-03-01,2012-02-24,9,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
020904,76095,10504.0,1,LC,P,1990-03-01,,859737,HOLOGIC INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-04,2024-11-27,41,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010550,76100,4587.0,1,LU,C,1981-05-14,2015-10-30,350907,THORATEC CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,23,2010-02-24,2015-08-05,23,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010553,76129,6934.0,1,LC,P,1984-03-21,2010-04-09,738076,3COM CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,2,2010-01-06,2010-04-06,2,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
021487,76138,10567.0,1,LC,P,1990-04-24,2017-04-28,861361,B/E AEROSPACE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,29,2010-02-25,2017-02-28,29,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009063,76282,10594.0,1,LU,C,1990-05-11,,350698,AUTONATION INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-17,2024-10-25,41,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
021186,76391,10535.0,1,LC,P,1990-03-28,2012-12-31,859368,MEDICIS PHARMACEUT CP  -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,12,2010-03-01,2012-11-09,12,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
023220,76477,26112.0,1,LC,P,1990-10-24,2018-06-07,866121,ORBITAL ATK INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,33,2010-02-04,2018-05-03,33,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
023485,76515,28924.0,1,LU,P,1990-12-06,2021-11-30,225648,COVANTA HOLDING CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,48,2010-02-22,2021-10-28,46,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
012338,76565,10828.0,1,LC,P,1991-02-06,2014-01-24,792985,HEALTH MANAGEMENT ASSOC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,16,2010-02-25,2013-11-13,16,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
023812,76614,10876.0,1,LU,P,1991-04-02,,872589,REGENERON PHARMACEUTICALS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-18,2024-10-31,42,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
023945,76625,10902.0,1,LC,P,1991-04-25,2011-10-31,873364,CEPHALON INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,7,2010-02-12,2011-08-03,7,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024197,76709,10989.0,1,LU,P,1991-06-21,,874716,IDEXX LABS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-19,2024-10-31,39,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024409,76792,11088.0,1,LC,P,1991-08-14,2010-07-29,768262,SYBASE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,2,2010-02-26,2010-05-07,2,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024021,76837,2075.0,1,LU,P,1991-05-10,,313143,HAEMONETICS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-03,2024-11-07,49,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024463,76839,11111.0,1,LU,P,1991-09-16,,69891,NATIONAL BEVERAGE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-11,2024-12-05,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024782,77182,11257.0,1,LU,P,1991-12-17,,1585364,PERRIGO CO PLC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,44,2013-11-04,2024-11-06,20,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024843,77264,11286.0,1,LU,P,1992-01-17,,881464,AMYLIN PHARMACEUTICALS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,11,2010-02-26,2012-08-03,11,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024893,77281,11310.0,1,LC,P,1992-01-23,2017-08-25,865436,WHOLE FOODS MARKET INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,31,2010-02-26,2017-08-04,31,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
020185,77300,11324.0,1,LU,P,1992-01-31,,825542,SCOTTS MIRACLE-GRO CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-11,2024-11-26,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024925,77338,11344.0,1,LU,P,1992-02-13,,882835,ROPER TECHNOLOGIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-01,55,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009466,77354,11358.0,1,LU,C,1992-02-25,,866729,SCHOLASTIC CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-04-02,2024-12-20,53,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
024975,77357,11361.0,1,LU,P,1992-02-26,,883241,SYNOPSYS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-09,2024-12-19,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
025062,77421,11416.0,1,LU,P,1992-03-19,2012-08-31,882235,LINCARE HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,11,2010-02-25,2012-08-06,11,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
025119,77496,11446.0,1,LU,P,1992-04-01,,851968,MOHAWK INDUSTRIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-10-25,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
025180,77520,11473.0,1,LU,P,1992-04-16,,880266,AGCO CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-07,6,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
025313,77649,11547.0,1,LC,P,1992-06-01,,1757898,STERIS PLC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,23,2019-05-30,2024-11-07,17,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
025340,77661,11559.0,1,LU,P,1992-06-05,,882184,D R HORTON INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-02,2024-11-19,48,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010793,77730,4620.0,1,LC,P,1972-12-14,,100493,TYSON FOODS INC  -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-05,2024-11-12,36,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
025509,77763,11606.0,1,LC,P,1992-07-07,2019-09-26,886835,SUPERIOR ENERGY SERVICES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,39,2010-02-26,2019-07-24,39,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
025509,77763,11606.0,1,LC,P,2019-12-26,2021-02-04,886835,SUPERIOR ENERGY SERVICES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,4,2020-02-28,2020-11-06,4,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
025880,78034,11778.0,1,LU,P,1992-10-28,2025-04-30,891024,PATTERSON COS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-04,2024-12-05,59,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
026013,78170,11857.0,1,LC,P,1992-12-16,,893538,SM ENERGY CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-24,2024-11-01,47,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
026061,78840,11901.0,1,LC,P,1993-01-19,2020-06-30,891103,MATCH GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
036691,78840,11901.0,1,LC,P,2020-07-01,,1800227,PEOPLE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,18,2020-08-10,2024-11-12,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
027845,78916,11965.0,1,LC,P,1993-02-17,2020-05-29,1578845,ALLERGAN PLC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,27,2013-10-31,2020-05-07,23,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
027981,78963,12036.0,1,LU,P,1993-03-24,2024-01-31,897429,CHICOS FAS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,56,2010-03-24,2023-11-30,55,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
027980,78977,12037.0,1,LC,P,1993-04-06,2016-04-15,895655,JARDEN CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,25,2010-02-24,2016-02-26,25,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
028195,79094,12108.0,1,LU,P,1993-04-29,,898293,JABIL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-01-07,2024-10-28,45,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
028176,79133,29805.0,1,LU,P,1993-04-23,,896622,APTARGROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-10-25,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
028648,79411,12305.0,1,LU,P,1993-07-23,2015-03-31,863157,PETSMART INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,20,2010-03-25,2014-11-26,20,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
028564,79444,29930.0,1,LC,P,1993-07-09,2017-02-28,,STONE ENERGY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
028564,79444,29930.0,3,LC,P,2017-03-01,2018-05-09,,STONE ENERGY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
